0.0,CA12,C3orf37,CDC6,CDCA5,EEF1D,APLP2,CCND3,GOLPH3L,EPN3,PPP1CA,FOSB,MAL2,HYOU1,,B4GALT2,PUF60,EIF2S1,CATSPERB,CASC3,BNIP3,CD47,C19orf66,ELMO3,TNF,ARL1,HSP90AA1,HSD17B8,CKS2,ATP6AP1,CTSL2,BYSL,CCNE1,TRRAP,STAT1,C3,NDC80,SBK1,EBF3,DYRK2,CFLAR,CSF3,EFNA1,IDO1,MFAP2,FLNA,ALDH1A1,MAP4,INHBA,NAB2,UPB1,WASL,CTGF,C1orf106,AHSA1,BDNF,DDB2,TYMS,C10orf26,ANGPTL4,FGF4,NOTCH3,BIRC3,ADM,CXCL11,LAMB2,TNF,ID1,LSM12,SESN1
0.0,CENPE,CDK9,CDC7,GINS2,FOXN2,AR,CCNE2,KIAA1522,ESR1,TIAM1,EGR1,,IFRD1,,MTA2,NCS1,EIF4E,CDR2L,WIPF2,BNIP3L,CFLAR,C1orf38,ERBB2,SIM2,ARL15,HSPA1A,SLC27A1,CRY1,BBS1,CCT5,CCL20,CCT6A,,,CARS,USP22,FAM173A,SLC26A5,DYRK3,CXCL1,CTGF,BCL2A1,VAMP5,RAP1A,SPRY2,RNU105B,RPS2,CXCL10,MBNL1,IL18,SERPINB9,EFEMP1,DOCK1,AK2,BLMH,FOXM1,UBEC2,GNB2L1,DDIT4,FN,NOTCH4,BRCA1,HILPDA,IFITM1,C11orf71,ICAM1,ID3,AGAP6,FAS
0.0,CYP1A1,CETN2,CDK5R1,ORC6,IGL,ARL4D,CCNO,KIAA0430,FBP1,SCG3,CYR61,,KLHL24,,LRRC14,MTHFD1L,GART,CEACAM7,MED24,BTG1,CTNNBL1,CD2AP,ERBB3,OAS1,AUH,HSPA6,LOC100505938,CTPS,BTF3,MIS18A,CCNA1,CDK1,,,CHD1,,AGRN,RNF24,EPHA2,CXCL10,DMBT1,IL32,CXCL10,RPL38,USP5,LOC100288160,STRBP,SPRR2B,KDM6B,HIVEP1,NAMPT,FARP1,DDX19A,AKAP1,BNIP3L,GATA3,,STOX2,FLVCR2,FOSL,RRBPSUH,BTG2,BHLHE40,DDX58,KIAA1522,CCL2,COMP,WNT8A,FDXR
0.0,ETV1,CFI,CHAF1B,KIF18A,IRF5,RND3,CD24,EAPP,FOXA1,NEK4,EGR2,,MAP1LC3B,,TOMM40,FBXL6,MSH6,CLN3,PSMD3,CCNG2,CXCL10,CD47,FLOT1,FGB,AZGP1,HSPH1,CCDC28A,DHFR,C19orf6,RAD51,CCNE1,CDC6,,,CLPX,,PKP3,CNPY4,FGF18,CXCL5,ARID3A,IRF1,GIMAP5,TXNIP,TUBB2C,NRG3,SLC35C1,INSIG1,RPS11,ABL2,KCNE4,GNAL,MAGEA8,ANAPC1,C1QBP,KIFC1,,FSCN2,RRAGD,FST,TLE3,CCNE1,PFKFB3,OASL,ECH1,CXCL11,PMEPA1,KLHL14,LCE1B
0.0,ETV5,COL6A3,COCH,PBK,KCNN4,ARHGAP1,CDKN1B,PCMTD2,FRAT1,BAK1,KLF2,,NFE2L1,,NOP56,NDUFAF4,HCCS,COL15A1,GRB7,CITED2,DDX58,CTRL,GAA,TNS4,B9D1,MAGED1,LAMTOR5-AS1,DTYMK,C6orf211,MCM7,CCNE2,CDC20,,,CSDA,,C8orf38,ANTXR2,FOSB,CYLD,DSC3,INHBA,COPE,FOXQ1,FASN,NLGN1,RPS6,RNF19B,HLA-G,CEBPD,EFNB2,GPRC5B,CHST8,APEX1,SERPING1,MAD2L1,,RPS23,,FZD7,MAML1,CDC6,ENO2,IFI6,TMEM59,NFKBIZ,SMAD7,PP13439,ACER2
0.0,FN1,CRLF3,CSPG5,FBXO5,MYBL1,ARSB,CDKN2C,RNF146,GATA3,NRAS,PPP1R15A,,SAT1,,ZMYND11,MRPS17,HDAC2,COL9A2,ERBB2,DARS,DDX60,CXCL10,GATA3,GLRX,BBS1,MICB,PSMG3-AS1,DUSP6,C8orf4,GINS2,CDC7,CDC25B,,,CTSB,,BEX5,CNTN4,FURIN,DDX58,ELANE,SOD2,RNF19B,SPRED2,ROCK2,LOC441179,MATN2,RIPK2,ETS2,PDSS1,OXTR,GRB7,VPS4A,ATIC,CALD1,MCM3,,PTEN,,GBX2,MAML2,CDKN1A,BNIP3L,IFI44,CCDC53,BCL2A1,RFLNB,LOC101929609,C2orf66
0.0,FUT5,CRYZ,DNMT1,C15orf42,MYC,ALDH7A1,CEBPA,MCCC1,GPD1L,TMEM98,EGR3,,SDF2L1,,STIP1,WDR12,HPRT1,CPD,MED1,DHX32,DNPEP,CXCL11,GDI1,MAP7,BTF3,MSH6,TMEM42,E2F1,CA12,C20orf24,CDC73,CDKN2A,,,CTSL1,,GSTO2,RBPMS2,GADD45B,DNAJA1,EYA4,BIRC3,ACTB,ID1,JUN,NID2,RPS6KB1,SERTAD2,MCL1,TNFSF10,KLF10,GSTM1,BYSL,ATR,CAPG,MKI67,,Gcom1,,ID2,MAML3,CES2,CA9,DDX60,TRIM52,GCH1,FSTL3,GVQW2,MIR34A
0.0,NPBWR1,CYB5R3,DONSON,MND1,SLC11A2,BMI1,CEP76,FAM134C,HIF1AN,WDHD1,,,SEC63,,GAL,KLHL7,DNAJA1,CRAT,RPL19,EGLN1,FST,CXCL9,GPI,HS3ST3B1,C11orf58,PCNA,OSER1-AS1,EBF1,CBWD1,PSMA7,CEBPB,CDKN3,,,CXCL5,,OCIAD2,ALG1L,HES1,FZR1,F3,IL36G,RIPK2,CYR61,TANK,KIAA1211,MAP6D1,NFKB1,IER5,TNFSF9,ATP6V0E1,GSTM2,ADRA2C,BAG2,SCARB1,NUDT1,,DKK3,,JUN,ADAM17,COL18A1,PLOD2,USP18,RAB5B,IRF1,COL4A1,LOC101927363,ANKRA2
0.0,NR3C1,DPYSL2,DSCC1,PBX4,OGG1,BMP7,CMAS,SENP7,IDE,TFAP2C,,,SEL1L,,MTFP1,CMC2,HSPD1,CRTAM,RARA,ENO2,GBP1,DDX58,HCFC1R1,BDKRB2,C12orf10,SCD,SLCO4A1-AS1,ETV5,CBWD5,ADRM1,CSE1L,CENPA,,,EFNB2,,DNAH14,KCNT2,HEY1,GATA6,FABP4,MMP9,PSMB9,RPLP2,CEBPB,C12orf77,MALAT1,GBP1,MAP2K3,TDH,ATRX,HADH,PLCXD1,BCS1L,CD59,MYBL2,,PDGFRB,,KRT5,SEL1L,CPM,INSIG2,EPSTI1,PBLD,INHBA,IL11,ADAMTS17,GPR87
0.0,HNMT,EBP,DTL,KCNMB4,P2RX5,ZFP36L2,COL11A1,CRIPT,KIAA1279,SHISA5,,,SETX,,HEATR2,NLN,IARS,DDIT4,RPL23,ERO1L,GCH1,DNPEP,HK1,CYP1B1,C9orf91,TMEM97,ING4,FABP4,CCS,PSMD14,CTBP2,CENPE,,,EGFR,,FHDC1,SLC22A16,HIVEP1,HERC6,FAP,NFKBIA,BTG1,IER3,HYOU1,ZNF257,IDS,MCL1,NR4A1,RP6-213H19.1,LUC7L3,HLA-A,C9orf46,BID,CDH11,NEO1,,SEMA6D,,LEF,ASCL1,CXADR,ALDOC,MX2,SCPEP1,BIRC3,DACT1,LOC285097,RRM2B
0.0,IL11,EIF2AK1,EEF1E1,PPP2R3B,POU2AF1,DAGLA,CRELD2,EFHC1,LIN7A,PRKAR2B,,,SLC33A1,,RBM28,SLC25A19,ILF2,DEPDC5,,FAM13A,GCNT1,ETV1,HSP90B1,CDH1,CACNA1D,TP63,CRYL1,FABP5,CDK7,SMC4,CXCL1,CENPF,,,FEM1C,,SH3RF2,VSTM4,HOXA11,HIVEP2,FBLN1,TNFAIP2,HLX,FOSL1,SAT1,EPHA3,MCC,IRF1,PPP1R15A,TNIP3,EGR1,HLA-B,HPN,BYSL,CLNS1A,POLD1,,C10orf61,,LGR5,HES1,CXADRP2,PDK1,IFI27,MCCC1,NFKBIA,NUAK1,TLR10,CLCA2
0.0,INCENP,EIF4E2,ENPP4,RRM2,PPP1CB,CACNA1E,CUL4B,CLDN8,MAGED2,MCM2,,,SLC38A2,,ATAD3A,C8orf33,KIF2A,DHRS3,,FAM162A,HERC5,FOSL2,HUWE1,CNTN1,CACNA2D2,,ATP6V1G2,FGF13,CHMP4A,SHCBP1,CXCL3,RCC1,,,FGA,,ELAC2,TMEM171,ID1,HNF4G,EFEMP1,PLAU,NAPA,RYBP,EIF1,SRGAP2,ETV5,TNIP1,PHLDA2,RIPK2,SUV420H1,HLA-C,DIAPH3,BZW2,CNN1,PREP,,TP53AP1,,MITF,HES6,DDB2,ANGPTL4,OAS3,MAN2B2,EFNA1,SPHK1,TMEM259,AKR1B10
0.0,LTBP1,EPS8,EXOSC9,HMMR,RPL5,CALCR,DCK,TRIM52,MLPH,GINS4,,,SLC3A2,,LYAR,CCDC86,KPNA1,DLGAP4,,FAM216A,HERC6,FST,JAG2,ITGB5,CAMTA2,,SMIM19,FHL1,CISH,APOBEC3B,CYB5A,CHEK1,,,FGB,,CITED4,C20orf151,IL3,HRH1,FPR1,SERPINA3,ZNF200,CXCR7,ZFP36L1,XK,C12orf47,GCH1,TIPARP,ETS2,PTPRO,HLA-E,ANKRA2,C10orf137,COL11A1,RFC4,,ASB6,,MMP7,HES5,DGKA,EGLN3,IFI35,DNASE2,SOD2,TUFT1,DMRTC2,TIGAR
0.0,LTK,FDFT1,FEN1,CKS2,CCL2,CASP7,DDAH1,NBR1,PCBP2,SOX2,,,SMAP1,,POLR3B,SLC52A2,NCBP1,DSC2,,FAM60A,HLA-B,GBP1,LAMB2,PON3,CDK5RAP3,,FBXO25,FPR1,COX7C,E2F1,CYP27B1,CKS2,,,FGG,,NUDT14,CNIH3,ITGA5,IL15,FRZB,CD83,GBP1,KIAA0907,EGR1,LOC440300,IER5,MARCKSL1,ANKRD57,,NR4A1,HLA-G,PANX1,C10orf2,COX7A1,MAP2K4,,TUFM,,MYC,HEY1,ENG,MIR210HG,TRIM22,NNT,TNFAIP2,NOX4,LOC441454,ZNF561
0.0,SMAD7,FHL1,GAL,DSCC1,SEC13,CD59,DIP2C,C2CD5,PFDN5,TRUB2,,,TERF2IP,,NCLN,CDCA7,DRG1,DUSP4,,FBXO16,HLA-C,GCH1,LAMC1,HOXC13,CIRBP,,GNPTG,GABPB1,COX8A,CDC45,DKC1,COL9A3,,,GFPT2,,PROM2,FAM92A1,JMJD1C,IL8,GJB5,MRGPRX3,GBP2,DDIT4,CENPF,DLEU7-AS1,IKZF1,BCL2A1,F2RL1,E2F7,GDF15,ICAM1,DUS2L,C17orf90,COX7C,AURKA,,CLCN7,,NEUROD,HEY2,FAS,FUT11,SAMD9L,ASB8,IL32,MFAP4,DDX19A,GDF15
0.0,MAGOH,FKBP1B,GINS2,PLK1,SOD2,CDH3,DLG3,ZNF571,RAB11A,APOH,,,TMEM106B,,CRELD2,PGAM5,PPP1R8,EGFR,,FEM1C,IFI30,GPD2,MAP4,ID4,COPB1,,LOC101927809,GBP1,CTBP2,CENPE,DNAJC12,CLDN7,,,GRAMD4,,C10orf35,FKBP10,JUN,ISG20,HBB,DRAM1,IRF1,CD24,KIAA0101,LOC101928045,CEP76,BCL3,TNFRSF21,GBP1,VEGFA,IL13RA1,SLC7A6,C1QBP,CSE1L,TAP1,,TSC22D1,,NEUROG,HEYL,FEZ1,P4HA1,SAMD9,TMUB2,CD83,LOC101928076,HTR1F,ABCA12
0.0,MYBL1,FOS,GINS3,C16orf59,SSR1,CDH18,DNAJC6,LZTFL1,RHOB,CARHSP1,,,WARS,,GRPEL1,,PSMD12,EGR1,,FER1L4,IFI35,HERC6,MOB1A,NEDD9,COQ4,,HSBP1L1,GNG11,CUEDC2,GTSE1,DNAJC9,CSE1L,,,HIC2,,FAAH2,NIM1,KCNJ9,KIAA0247,HDC,CXCL6,GCH1,DUSP4,GAS5,SMAD1,ZSWIM1,CD83,GEM,GBP3,SCAMP1,INPP1,HLA-F,C21orf59,CSRP1,TOP2A,,DCTN2,,NKX22,,FOSL2,MXI1,GBP1,SRP14,TRAF1,LMCD1,C7orf77,UNC5B-AS1
0.0,PDE4A,FTL,GLRB,FEN1,TCF7,CENPF,DNAJC9,TMEM59,ROGDI,NUDT21,,,YARS,,ATAD3B,,PTS,ELF3,,FOS,IFI44,IDO1,NME4,LAMB3,CTR9,,KRTAP19-1,CXCL1,CYP2B6,MYBL2,DNTTIP2,CTPS,,,HRH1,,SMPDL3B,FREM1,KIAA0182,KIAA1609,HMGA1,NFKBIE,BCL2A1,DLGAP4,RACGAP1,HACD4,ARID1A,PPP1R15A,PTGS2,TNIP1,DUSP1,IRS2,EIF6,CCDC41,CSTF3,TUBA4A,,DUSP6,,NRCAM,,G0S2,KDM3A,LAMP3,ZBTB3,IL36G,TNFSF4,SCNN1D,NECTIN4
0.0,PLA2G4A,G6PD,GMNN,CENPQ,TRIP6,CETN1,DONSON,POT1,RSAD1,RAD18,,,,,SPRYD3,,RAN,ERAL1,,HEY1,IFI44L,IFI30,NOTCH3,IL6,CX3CR1,,PMEL,CXCL3,CYP4B1,H2AFZ,DPYSL2,CTSL2,,,IGFBP1,,SLC25A39,C12orf50,KIAA0247,KIAA1609,HPCAL1,SLC2A6,BCL6,POLR2E,MTHFD2,ADGRD1,TRMT2B,KDM6B,HNRNPH1,GCH1,SP100,KANK2,CXCL14,CCDC86,CYBA,BTG2,,TRIM13,,PITX2,,GALE,PPFIA4,TAP1,FMO5,SLC2A6,TSPAN2,LOC101926892,CSTA
0.0,PTGS2,GCH1,HIST1H2BK,VRK1,F8A1,CFL2,DPYSL2,ANAPC16,SLC1A4,ATP7B,,,,,ARMC6,,ABCE1,ERBB2,,HK2,IFI6,IFI35,OCRL,EPAS1,CYBRD1,,SPSB3,HIF1A,DHPS,DTL,DTL,DHCR7,,,IL1RAP,,SLC38A1,JAM2,KLF10,LYRM1,CYR61,CXCL5,FEM1C,SFRS6,SGK1,XKR4,KIAA1143,IL18R1,PTP4A1,PPP1R15A,SOCS5,LIMS2,IGF1,CCT2,CYC1,RNF103,,PTPRM,,PPARD,,GDF15,VEGFA,OAS2,MGST3,DRAM1,LRRC32,CXorf56,TP53INP1
0.0,RFX2,GCNT1,INTS7,FAM64A,LMO4,CTSC,DTL,RAB33B,SLC35A1,DARS,,,,,BRI3BP,,SFPQ,FASN,,IFRD1,IFIT1,IFI44,PFKP,MTUS1,DACH1,,CBX7,HMGCS1,DNAJA3,KIAA0101,DUSP1,DKC1,,,IL4R,,C1orf74,LRFN5,KLF7,MMP12,IL1B,C3,GEM,EIF4G1,DNAJB9,VWA8,FAAH,ITGB5,KLF2,PHLDA2,DUSP6,LMOD1,NUP155,CCT3,CYP1B1,GGH,,COMP,,SP5,,GTF2H2,VLDLR,RTP4,DAZAP2,NFKB1,COL5A1,PDAP1,GRHL3
0.0,RRM1,GLUL,ISG20L2,OAS3,RRP1,CHEK1,DYRK2,MUT,SNX2,BST2,,,,,,,SRSF2,FOXF1,,INSIG2,IFIT2,IFI44L,PLOD3,EFNA1,DDX17,,COQ8A,HMMR,EAPP,UBE2S,DUSP5,DNMT3B,,,IL6R,,SERINC2,LIX1L,LEMD3,MREG,IL13RA2,CTHRC1,STAT1,HLA-G,ENPP2,LOC100996579,MAP3K5,AKR1C2,TNFRSF12A,C10orf78,MBNL1,LYN,PLAU,CCT4,DAB2,PTTG1,,THSD7A,,T,,GTF2H2B,SPAG4,HERC5,ARHGEF17,CXCL2,MRAS,DNAJB8,MDM2
0.0,CCL23,GNAI2,ITPKC,NUSAP1,RTCD1,CHKA,EHF,FOXN3,SOX13,HDAC1,,,,,,,SRSF7,FOXO1,,KDM3A,IFIT3,IFI6,PRKCD,TGFA,DEAF1,,FCGRT,HMOX1,ELOVL5,CDCA3,DUSP6,DPH2,,,ITGB4,,LYPD5,PTH2,LIMK2,MT1X,IDO1,TRAF1,CISH,CD44,FOS,VPREB3,WAC,GADD45A,NEDD9,SYNPO2,UGCG,MACROD1,NT5DC1,CCT5,DDX1,TRIP13,,ATP9B,,TCF,,GTF2H2C,LOC154761,STAT1,FAM149B1,IL7R,SAMD11,WDR97,DDB2
0.0,SGK1,GOLPH3L,KCTD12,CDT1,ZNF259,CLU,EIF2AK2,RCOR3,SPDEF,MED14,,,,,,,TRA2B,GGA1,,LDHA,IFIT5,IFIT2,PTPRF,CEACAM6,DMXL1,,KANSL1-AS1,HOXC8,EMP2,ECT2,EEF1E1,E2F1,,,KIAA1199,,RAB3IP,CLDN15,LUZP1,MYD88,INHBA,NFKB1,PTPRC,N4BP2L2,AHNAK,IGLL1,PM20D2,BHLHE40,JUN,LOC440934,NR4A2,N4BP2L1,VAC14,CCT8,DEFA6,TCEAL1,,WDR73,,TCF4,,GTF2H2D,PGK1,XAF1,SPG11,ELOVL7,MYOZ1,LOC146513,ZMAT3
0.0,SLC9A5,GPI,KIAA0020,BCL2L12,SLC5A6,CCR1,ENPP4,ETFDH,SSH3,VASH2,,,,,,,UAP1,GGT1,,LGALS8,IFITM1,IFIT3,PXN,NPTX1,DOC2A,,AMIGO1,HPRT1,ESR1,CDCA8,EEF2,E2F3,,,LBP,,STRC,BHLHE22,MAPK4,NECAP2,KRT6A,RELB,GADD45G,JAG1,DUSP1,JCHAIN,ADH4,RELB,JUNB,PTGER4,TMEM194A,NFKBIA,MATK,CD3EAP,DHODH,KIF23,,ZMYND8,,TNFRSF9,,HAMP,GBE1,HERC6,SIRT2,CXCL6,CNN1,CTD-2297D10.2,SPATA18
0.0,SLCO2A1,GRHPR,LEF1,BIRC5,MTMR2,COL4A5,EZH2,PEX1,ST3GAL6,RPS3,,,,,,,TAF9,GPR137,,LOXL2,IL15,IFIT5,RAB25,TYMP,DUSP4,,MFGE8,IDH2,EXOSC4,NCAPH,EGR3,ERF,,,LDLR,,FAM46B,RAB8B,MARK2,NFE2L3,KRT6B,CLDN1,FCGR1A,DERL1,DDIT4,LRMP,FZD1,ZC3H12A,SMC3,TRAF1,THAP10,OPTN,ACTL8,CDC123,CYB5R3,NPEPPS,,ECE1,,UBXN8,,HIST1H2AC,ERO1A,PARP9,PRCP,TNIP3,FBLN5,OR5K1,INPP1
0.0,SMARCD3,GSN,MCM10,GLA,MPZL1,COL4A6,FEN1,ATG2B,ST6GALNAC2,G3BP1,,,,,,,TFAM,GRB7,,NAMPT,IRF1,IFITM1,RBPMS,DUSP4,ECHDC2,,RPS29,IGFBP4,EZR,RAD51AP1,EIF3J,EZH2,,,LRP12,,B4GALNT4,CYB5D1,MAST2,NINJ1,KRT34,CXCL2,ZFP36L2,MCL1,CD24,VPREB1,TAX1BP3,TNFRSF12A,ZYX,F3,SPRY2,PTEN,NUTF2,CDK4,DPP4,KIAA0040,,MYH11,,VCAN,,HRAS,AK4,SP110,STX8,NFKBIE,SLCO2A1,LOC253573,BLOC1S2
0.0,SNAI1,HCFC1R1,MCM2,POLQ,ZMYM5,COL9A2,FGF13,CARF,TFF3,SMNDC1,,,,,,,TSN,HDAC11,,NDRG1,IRF7,IL15,RGL2,DSP,EFHC1,,CAMLG,IL6,FAAH,KIF15,EIF4A1,FANCA,,,LYN,,GALNTL4,RHBDL3,MEF2D,NKX3-1,AFF3,IGFL1,BSG,XIAP,BTG1,LOC105373860,ACSL1,CFLAR,IER3,TRIP10,YTHDC2,RBPMS,FAM119A,CEBPZ,DUSP1,UBE2C,,PCBP2,,VEGFA,,IFI35,EGLN1,BATF2,DUSP6,SDC4,CRLF1,VHL,CES2
